,Restaurant Name,Rating,Review Count,Expected Cost,Price Range,Cuisines,Accepts Credit Cards,Address,Alcohol,Ambience,Attire,Bike Parking,Caters,Delivery,Good For,Good for Groups,Good for Kids,Has TV,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,Review Count Num,Clean Rating
304,Qi Thai Grill,3.5 star rating,233 reviews,$$,$11-30,['Thai'],Yes,"176 N 9th StBrooklyn, NY 11211",Full Bar,Trendy,Casual,Yes,No,Yes,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,,No,233.0,3.5
305,Qi,3.5 star rating,948 reviews,$$,$11-30,"['Asian Fusion', 'Thai']",Yes,"675 8th AveNew York, NY 10036",Full Bar,Trendy,Casual,No,No,Yes,"Lunch, Dinner",Yes,No,No,Average,No,Street,Yes,Yes,Yes,,No,948.0,3.5
306,Rain II,3.5 star rating,93 reviews,$$,,['Thai'],Yes,"1095 St Niclolas AveNew York, NY 10032",No,,Casual,No,Yes,Yes,"Lunch, Dinner",Yes,Yes,Yes,Quiet,No,,Yes,Yes,Yes,,No,93.0,3.5
307,RaKang,4.0 star rating,43 reviews,$$,,['Thai'],Yes,"895 W Beech StLong Beach, NY 11561",Full Bar,Intimate,Casual,Yes,No,Yes,Dinner,Yes,Yes,Yes,Average,Yes,Street,Yes,Yes,Yes,Yes,Free,43.0,4.0
308,Rama Thai Cuisine,3.5 star rating,2 reviews,,,['Thai'],,"881 Woodward AveQueens, NY 11385",,,,,,,,,,,,,,,,,,,2.0,3.5
309,Rama Thai,2.0 star rating,13 reviews,$,,['Thai'],Yes,"631 5th AveBrooklyn, NY 11215",,,Casual,,,Yes,,,,,,,,Yes,,,,No,13.0,2.0
310,Real Thai,4.0 star rating,1 review,,,['Thai'],Yes,"33 N Beverwyck RdLake Hiawatha, NJ 07034",,,,,,,,Yes,Yes,,,,,Yes,No,,,,1.0,4.0
311,Red Basil Thai Kitchen,3.5 star rating,163 reviews,$,Under $10,['Thai'],Yes,"32-47 Steinway StAstoria, NY 11103",No,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,Yes,Average,No,Street,Yes,No,Yes,Yes,No,163.0,3.5
312,Red Lotus Thai Restaurant,3.5 star rating,51 reviews,$$,,['Thai'],Yes,"227 Main StreetNew Rochelle, NY 10801",Full Bar,Casual,Casual,Yes,No,Yes,Dinner,Yes,Yes,Yes,Quiet,No,Private Lot,Yes,Yes,Yes,,Free,51.0,3.5
313,Rhong Tiam,3.0 star rating,42 reviews,$$,$11-30,"['Thai', 'Juice Bars & Smoothies', 'Chicken Wings']",Yes,"331 Lexington AveNew York, NY 10016",No,Casual,Casual,Yes,Yes,Yes,Lunch,No,Yes,No,Average,No,Street,Yes,No,No,,No,42.0,3.0
314,Rhong-Tiam Thai Truck,3.5 star rating,22 reviews,$$,,"['Thai', 'Food Trucks']",No,"31 E 21st StTompkins Park North, NY 11205",No,,Casual,,,Yes,,Yes,,No,Loud,No,,Yes,No,No,,No,22.0,3.5
315,Rice Bowl Chinese Cuisine,2.5 star rating,29 reviews,$,Under $10,"['Chinese', 'Thai']",Yes,"37 Gill LnWoodbridge Township, NJ 08830",No,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,Yes,Quiet,No,Private Lot,Yes,No,Yes,,No,29.0,2.5
316,Rice Thai Kitchen,3.0 star rating,151 reviews,$$,,['Thai'],Yes,"311 7th AveBrooklyn, NY 11215",Beer & Wine Only,Casual,Casual,Yes,Yes,Yes,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,No,151.0,3.0
317,Ridge Thai,3.5 star rating,149 reviews,$$,,['Thai'],Yes,"50 Chestnut StRidgewood, NJ 07450",No,Casual,Casual,No,No,No,Dinner,No,No,No,Average,No,Street,Yes,Yes,Yes,Yes,No,149.0,3.5
318,Ridgewood Thai,3.0 star rating,128 reviews,$$,$11-30,['Thai'],Yes,"72-04 Forest AveRidgewood, NY 11385",No,Casual,Casual,Yes,,Yes,"Lunch, Dinner",Yes,Yes,No,Quiet,No,Street,Yes,No,Yes,,Paid,128.0,3.0
319,Rin Thai,3.5 star rating,247 reviews,$$,$11-30,['Thai'],Yes,"265 W 23rd StNew York, NY 10011",Full Bar,Intimate,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,No,247.0,3.5
320,River Thai Cuisine,4.0 star rating,51 reviews,$$,,['Thai'],Yes,"50 Main StSouth River, NJ 08882",No,Casual,Casual,Yes,Yes,No,"Lunch, Dinner",Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,Yes,No,51.0,4.0
321,River Thai Food,4.0 star rating,105 reviews,$$,$11-30,['Thai'],Yes,"24 Hilliard AveEdgewater, NJ 07020",No,Divey,Casual,No,No,Yes,Dinner,No,Yes,No,Quiet,No,Street,Yes,No,Yes,No,Free,105.0,4.0
322,Roll Smash Ice Cream Bar,4.0 star rating,13 reviews,$,,"['Desserts', 'Thai', 'Ice Cream & Frozen Yogurt']",Yes,"45-43B Bell BlvdQueens, NY 11361",,,Casual,,,,,Yes,Yes,,,No,,Yes,No,,,,13.0,4.0
323,Room Service,3.5 star rating,1592 reviews,$$,$11-30,['Thai'],Yes,"690 9th AveNew York, NY 10036",Full Bar,Trendy,Casual,Yes,No,Yes,Dinner,Yes,No,No,Average,No,Street,Yes,Yes,Yes,Yes,No,1592.0,3.5
324,Royal II Thai Cuisine,2.0 star rating,99 reviews,$$,,['Thai'],Yes,"318 W 36th StNew York, NY 10018",Beer & Wine Only,Divey,Casual,,,Yes,Lunch,Yes,Yes,Yes,Average,No,Street,Yes,,Yes,Yes,Free,99.0,2.0
325,Royal Siam Thai Cuisine,3.5 star rating,166 reviews,$$,$11-30,['Thai'],Yes,"240 8th AveNew York, NY 10011",Beer & Wine Only,"Casual, Intimate",Casual,Yes,No,Yes,Dinner,Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,Yes,No,166.0,3.5
326,Royal Thai Resturant,,,,,['Thai'],,"1700 Oak Tree RdSte 9Edison, NJ 08820",,,,,,,,,,,,,,,,,,,,
327,Ruby Thai Kitchen,3.5 star rating,11 reviews,$,,['Thai'],Yes,"1400 Willowbrook MallWayne, NJ 07470",No,,Casual,No,No,No,Lunch,Yes,Yes,No,Average,No,,Yes,No,No,,Paid,11.0,3.5
328,Sa-Woy,,,,,['Thai'],,"1479 1st AveNew York, NY 10075",,,,,,,,,,,,,,,,,,,,
329,Sabay Thai Restaurant,4.0 star rating,91 reviews,$$,,['Thai'],Yes,"75-19 BroadwayElmhurst, NY 11373",Full Bar,Casual,Casual,Yes,No,Yes,Lunch,Yes,Yes,Yes,Quiet,No,Street,Yes,No,Yes,Yes,No,91.0,4.0
330,Sage,3.5 star rating,356 reviews,$$,$11-30,['Thai'],Yes,"299-301 Graham AveBrooklyn, NY 11211",Full Bar,Casual,Casual,Yes,No,Yes,Dinner,Yes,Yes,No,Average,Yes,Street,Yes,Yes,Yes,Yes,No,356.0,3.5
331,Sai Thai Kitchen,3.5 star rating,135 reviews,$$,$11-30,['Thai'],Yes,"437 5th AveBrooklyn, NY 11215",Full Bar,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,,No,135.0,3.5
332,Saketumi Asian Bistro,4.0 star rating,58 reviews,$$,,"['Sushi Bars', 'Thai', 'Asian Fusion']",Yes,"118 Montague StBrooklyn, NY 11201",Beer & Wine Only,Divey,Casual,Yes,Yes,Yes,,Yes,Yes,No,Average,Yes,Street,Yes,Yes,Yes,No,Free,58.0,4.0
333,Sakura Sushi & Thai Cuisine,3.0 star rating,57 reviews,$$,,"['Sushi Bars', 'Japanese', 'Thai']",Yes,"273 Mott StNew York, NY 10012",Beer & Wine Only,Casual,Casual,Yes,Yes,Yes,Lunch,Yes,Yes,Yes,Quiet,Yes,Street,Yes,Yes,Yes,Yes,No,57.0,3.0
334,SAMUI,4.0 star rating,25 reviews,$$,,"['Thai', 'Asian Fusion', 'Seafood']",Yes,"15 Vanderbilt AveBrooklyn, NY 11205",Full Bar,,Casual,No,No,No,,Yes,Yes,No,Loud,No,Street,Yes,Yes,Yes,Yes,No,25.0,4.0
335,Sapphire Thai Food Express,4.5 star rating,60 reviews,$$,,['Thai'],Yes,"445 Cedar LnTeaneck, NJ 07666",No,Casual,Casual,No,Yes,Yes,"Lunch, Dinner",Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,No,No,60.0,4.5
336,Sarin Thai,4.0 star rating,113 reviews,$$,,['Thai'],Yes,"43 Glen Cove RdGreenvale, NY 11548",Full Bar,Casual,Casual,Yes,No,No,"Lunch, Dinner",Yes,Yes,No,Average,No,Private Lot,Yes,Yes,Yes,Yes,No,113.0,4.0
337,Savannah’s Southern Belle,4.0 star rating,11 reviews,$$,,"['Soul Food', 'Seafood', 'Thai']",Yes,"10 E Blancke StLinden, NJ 07036",,,Casual,Yes,,Yes,,Yes,Yes,Yes,,No,,Yes,Yes,,,Free,11.0,4.0
338,Sawadee,3.0 star rating,407 reviews,$$,$11-30,"['Thai', 'Chinese']",Yes,"137 Newark AveJersey City, NJ 07302",Full Bar,Casual,Casual,Yes,Yes,Yes,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,No,407.0,3.0
339,Sawasde Thai Cooking,4.0 star rating,64 reviews,$$,$11-30,['Thai'],Yes,"359 McDonald AveBrooklyn, NY 11218",No,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",No,Yes,Yes,Quiet,Yes,Street,Yes,Yes,Yes,Yes,Free,64.0,4.0
340,Sea,3.5 star rating,2292 reviews,$$,$11-30,"['Thai', 'Bars']",Yes,"114 N 6th StBrooklyn, NY 11211",Full Bar,Trendy,Casual,Yes,Yes,Yes,Dinner,Yes,No,Yes,Loud,No,Street,Yes,Yes,Yes,Yes,No,2292.0,3.5
341,Secrets of Thai Cooking,,,,,['Thai'],,"95 1st AveNew York, NY 10003",,,,,,,,,,,,,,,,,,,,
342,Seeda Thai Restaurant,3.5 star rating,98 reviews,$$,,['Thai'],Yes,"28 N Central AveValley Stream, NY 11580",Full Bar,Intimate,Casual,No,Yes,No,Dinner,Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,No,No,98.0,3.5
343,Senn Thai Comfort Food,4.0 star rating,152 reviews,$$,$11-30,['Thai'],Yes,"452 Amsterdam AveNew York, NY 10024",Full Bar,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,No,Average,No,Street,Yes,No,Yes,,No,152.0,4.0
344,Siam House,3.5 star rating,33 reviews,$$,,['Thai'],Yes,"2520 US 22 EScotch Plains, NJ 07076",No,Casual,Casual,No,No,Yes,Lunch,Yes,Yes,No,Quiet,No,Private Lot,Yes,Yes,Yes,Yes,No,33.0,3.5
345,Siam Orchid Thai Restaurant,3.5 star rating,55 reviews,$$,,['Thai'],Yes,"750 Central Park AveScarsdale, NY 10583",Full Bar,Casual,Casual,No,,Yes,"Lunch, Dinner",Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,,55.0,3.5
346,Siam Records,,,,,['Thai'],,"555 W 57th StNew York, NY 10019",,,,,,,,,,,,,,,,,,,,
347,Siam Smiles,4.0 star rating,79 reviews,$$,,['Thai'],Yes,"1016 State Rt 34Ste 4Matawan, NJ 07747",No,Casual,Casual,Yes,No,No,"Lunch, Dinner",Yes,Yes,No,Quiet,No,Private Lot,Yes,Yes,Yes,Yes,No,79.0,4.0
348,Siam Square,3.5 star rating,80 reviews,$$,,['Thai'],Yes,"564 Kappock StBronx, NY 10463",Beer & Wine Only,Casual,Casual,Yes,No,Yes,Dinner,Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,Yes,No,80.0,3.5
349,Siri Thai,4.0 star rating,139 reviews,$$,$11-30,['Thai'],Yes,"641 10th AveNew York, NY 10036",Beer & Wine Only,Casual,Casual,No,Yes,Yes,Lunch,Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,No,No,139.0,4.0
350,Sky Thai,3.0 star rating,256 reviews,$$,,['Thai'],Yes,"62 Morris StJersey City, NJ 07302",Full Bar,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,No,Average,Yes,Street,Yes,Yes,Yes,Yes,No,256.0,3.0
351,SkyIce Sweet & Savory,4.0 star rating,541 reviews,$$,$11-30,"['Ice Cream & Frozen Yogurt', 'Thai']",Yes,"63 5th AveBrooklyn, NY 11217",No,Casual,Casual,Yes,Yes,Yes,"Lunch, Dessert",Yes,Yes,No,Average,No,Street,Yes,No,Yes,,Free,541.0,4.0
352,Sla Thai Restaurant,4.5 star rating,73 reviews,$$,,['Thai'],Yes,"38 Upper Montclair PlzMontclair, NJ 07043",No,"Hipster, Casual",Casual,Yes,,Yes,Lunch,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,,No,73.0,4.5
353,Soho Thai,3.5 star rating,66 reviews,$$,$11-30,['Thai'],Yes,"141 Grand StNew York, NY 10013",Full Bar,Casual,Casual,No,Yes,Yes,"Lunch, Dinner",Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,Yes,Free,66.0,3.5
354,Sompong Thai,4.0 star rating,41 reviews,$$,$11-30,['Thai'],Yes,"3709 83rd StJackson Heights, NY 11372",Beer & Wine Only,"Intimate, Romantic",Casual,Yes,Yes,Yes,Dinner,Yes,Yes,Yes,Quiet,No,Street,Yes,Yes,Yes,No,No,41.0,4.0
355,Somtum Der,4.0 star rating,423 reviews,$$,$11-30,['Thai'],Yes,"85 Ave ANew York, NY 10009",Full Bar,Casual,Casual,Yes,No,Yes,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,,No,423.0,4.0
356,Song,3.5 star rating,937 reviews,$$,,['Thai'],No,"295 5th AveBrooklyn, NY 11215",Full Bar,Trendy,Casual,Yes,No,Yes,Dinner,Yes,Yes,No,Average,Yes,Street,Yes,No,Yes,Yes,No,937.0,3.5
357,Songkran,3.5 star rating,176 reviews,$$,$11-30,['Thai'],Yes,"330 8th AveNew York, NY 10001",Beer & Wine Only,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,Yes,Average,No,"Garage, Street",Yes,Yes,Yes,Yes,Free,176.0,3.5
358,Sookk,3.5 star rating,234 reviews,$$,$11-30,"['Thai', 'Asian Fusion']",Yes,"2686 BroadwayNew York, NY 10025",Full Bar,Intimate,Casual,Yes,Yes,Yes,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,No,234.0,3.5
359,Sopah Thai Kitchen,4.5 star rating,91 reviews,$$,,['Thai'],Yes,"11 Cedar Swamp RdGlen Cove, NY 11542",No,Casual,Casual,No,Yes,Yes,"Lunch, Dinner",Yes,Yes,Yes,Quiet,No,Street,Yes,Yes,Yes,No,Free,91.0,4.5
360,South East Asian Cuisine,3.5 star rating,31 reviews,$$,,"['Chinese', 'Thai', 'Asian Fusion']",Yes,"75 Garth RdScarsdale, NY 10583",No,Casual,Casual,No,No,Yes,"Lunch, Dinner",Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,,31.0,3.5
361,Spice Chelsea Corner,3.0 star rating,158 reviews,$$,$11-30,['Thai'],Yes,"236 8th AveNew York, NY 10011",Full Bar,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,No,158.0,3.0
362,Spice Classic,,,,,['Thai'],,"1411 2nd AveNew York, NY 10021",,,,,,,,,,,,,,,,,,,,
363,Spice II,4.0 star rating,178 reviews,$$,,['Thai'],Yes,"399 Bloomfield AveMontclair, NJ 07042",No,Casual,Casual,Yes,No,Yes,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,No,178.0,4.0
364,Spice Thai,3.5 star rating,70 reviews,$$,$11-30,['Thai'],Yes,"193 Smith StBrooklyn, NY 11201",Full Bar,,Casual,Yes,Yes,Yes,Dinner,Yes,Yes,Yes,Average,Yes,Street,Yes,Yes,Yes,Yes,No,70.0,3.5
365,Spice,3.5 star rating,1309 reviews,$$,$11-30,['Thai'],Yes,"39 E 13th StNew York, NY 10003",Full Bar,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,No,No,Average,No,Street,Yes,Yes,Yes,Yes,No,1309.0,3.5
366,Spicy Republic,2.5 star rating,2 reviews,$,,['Thai'],,"972 Second AvenueNew York, NY 10021",,,,,,,,,,,,,,,,,,,2.0,2.5
367,Spicy Shallot 2,3.5 star rating,63 reviews,$$,$11-30,['Thai'],Yes,"1208 W Boston Post RdMamaroneck, NY 10543",Beer & Wine Only,Casual,Casual,Yes,Yes,Yes,Dinner,Yes,Yes,Yes,Quiet,No,Private Lot,Yes,Yes,Yes,Yes,Free,63.0,3.5
368,Spicy Shallot,3.5 star rating,409 reviews,$$,,"['Thai', 'Japanese']",Yes,"77-01 Woodside AveElmhurst, NY 11373",Beer & Wine Only,Casual,Casual,Yes,Yes,Yes,Dinner,Yes,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,409.0,3.5
369,Splash Of Thai,3.5 star rating,92 reviews,$$,,['Thai'],Yes,"321 S Ave WWestfield, NJ 07091",No,Casual,Casual,No,,No,Dinner,Yes,Yes,No,Quiet,Yes,Street,Yes,Yes,Yes,Yes,No,92.0,3.5
370,Sri Thai Cafe,4.0 star rating,131 reviews,$,,['Thai'],No,"795 Grand StBrooklyn, NY 11211",No,Divey,Casual,Yes,No,Yes,"Lunch, Dinner",No,No,No,Average,No,Street,Yes,No,Yes,,No,131.0,4.0
371,Sri Thai Thai Restaurant,3.0 star rating,147 reviews,$$,$11-30,['Thai'],Yes,"234 Bloomfield StHoboken, NJ 07030",No,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,No,No,Average,Yes,Street,Yes,No,Yes,No,No,147.0,3.0
372,Sriparaphai,,,,,['Thai'],,"280 Hillside AveWilliston Park, NY 11596",,,,,,,,,,,,,,,,,,,,
373,SriPraPhai Thai Restaurant,4.0 star rating,1906 reviews,$$,,"['Thai', 'Coffee & Tea', 'Noodles']",No,"64-13 39th AveWoodside, NY 11377",Full Bar,Casual,Casual,Yes,No,Yes,Dinner,Yes,Yes,Yes,Average,Yes,Street,Yes,No,Yes,Yes,No,1906.0,4.0
374,Star of Siam Thai Kitchen,3.0 star rating,69 reviews,$$,,['Thai'],Yes,"10318 Metropolitan AveForest Hills, NY 11375",Beer & Wine Only,Casual,Casual,Yes,No,No,"Lunch, Dinner",Yes,Yes,No,Quiet,No,Street,Yes,No,Yes,Yes,No,69.0,3.0
375,Sticky Rice,3.5 star rating,288 reviews,$$,$11-30,"['Thai', 'Barbeque', 'Cocktail Bars']",Yes,"85 Orchard StNew York, NY 10002",Full Bar,Casual,Casual,Yes,Yes,Yes,Dinner,Yes,No,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,288.0,3.5
376,Street Food Market,5.0 star rating,1 review,,,['Thai'],,"673 Main StHackensack, NJ 07601",,,,,,,,,,,,,,,,,,,1.0,5.0
377,Sugunya Thai Foods,1.0 star rating,1 review,,,['Thai'],,"9529 Jamaica AveWoodhaven, NY 11421",,,,,,,,,Yes,,,,,,No,Yes,,,1.0,1.0
378,Sukhumvit 51,4.0 star rating,425 reviews,$$,$11-30,['Thai'],Yes,"224 E 51st StNew York, NY 10022",Beer & Wine Only,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",No,Yes,No,Average,No,Street,Yes,No,Yes,No,No,425.0,4.0
379,Suki Thai Shabu,3.5 star rating,144 reviews,$$,,"['Thai', 'Hot Pot']",Yes,"60-15 Woodside AveWoodside, NY 11377",Beer & Wine Only,Casual,Casual,Yes,No,Yes,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,Free,144.0,3.5
380,Summit Thai Cuisine,3.0 star rating,54 reviews,$$,,['Thai'],Yes,"34 Maple StSummit, NJ 07901",No,Casual,Casual,No,No,Yes,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,No,54.0,3.0
381,Sushi Island,3.5 star rating,244 reviews,$$,,"['Sushi Bars', 'Japanese', 'Thai']",Yes,"87-18 Queens BlvdElmhurst, NY 11373",Beer & Wine Only,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,Yes,Average,No,Street,Yes,No,Yes,No,No,244.0,3.5
382,Sushi Tatsu II,2.5 star rating,150 reviews,$$,$11-30,"['Japanese', 'Thai']",Yes,"609 Franklin AveBrooklyn, NY 11238",Beer & Wine Only,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,Yes,Quiet,Yes,Street,Yes,Yes,Yes,Yes,Free,150.0,2.5
383,Sushi Thai Cuisine,2.0 star rating,108 reviews,$$,$11-30,"['Thai', 'Japanese', 'Sushi Bars']",Yes,"1185 Bedford AveBrooklyn, NY 11216",Beer & Wine Only,"Hipster, Casual",Casual,Yes,Yes,Yes,Dinner,Yes,Yes,Yes,Quiet,Yes,Street,Yes,No,Yes,Yes,No,108.0,2.0
384,Sushi Yama Asian Bistro,3.5 star rating,83 reviews,$$,$11-30,"['Sushi Bars', 'Thai', 'Japanese']",Yes,"268 Prospect Park WBrooklyn, NY 11215",Beer & Wine Only,Casual,Casual,,,Yes,"Lunch, Dinner",Yes,Yes,Yes,Quiet,No,Street,Yes,No,Yes,Yes,No,83.0,3.5
385,Sweet Basil,4.0 star rating,86 reviews,$$,$11-30,['Thai'],Yes,"39-28 61st StWoodside, NY 11377",Beer & Wine Only,Casual,Casual,Yes,,Yes,Dinner,Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,Yes,No,86.0,4.0
386,Sweet Chili,4.0 star rating,58 reviews,$,,"['Food Trucks', 'Thai', 'Caterers']",Yes,"New York, NY 11201",No,Casual,Casual,Yes,,No,Lunch,Yes,Yes,No,Average,No,,Yes,No,No,,No,58.0,4.0
387,Sweet Chilli,3.5 star rating,38 reviews,$$,,['Thai'],Yes,"897 BroadwayBayonne, NJ 07002",No,Casual,Casual,No,Yes,Yes,Lunch,Yes,Yes,No,Average,No,,Yes,No,Yes,,No,38.0,3.5
388,T Thai,3.5 star rating,188 reviews,$$,$11-30,['Thai'],Yes,"102 Hudson StHoboken, NJ 07030",No,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,Average,Yes,Street,Yes,Yes,Yes,No,No,188.0,3.5
389,Tai Thai,3.5 star rating,161 reviews,$$,$11-30,['Thai'],Yes,"78 E 1st StNew York, NY 10009",Beer & Wine Only,Casual,Casual,Yes,,Yes,Dinner,No,No,No,Average,No,Street,Yes,No,Yes,No,No,161.0,3.5
390,Taipan Fusion Restaurant and Hookah Lounge,2.5 star rating,105 reviews,$$,,"['Halal', 'Thai', 'Chinese']",Yes,"184-22 Horace Harding ExpyFresh Meadows, NY 11365",No,Casual,Casual,No,Yes,Yes,Dinner,Yes,Yes,Yes,Average,Yes,Street,Yes,Yes,Yes,No,Free,105.0,2.5
391,Taj Mahal Restaurant,2.0 star rating,1 review,$,,"['Indian', 'Thai', 'Halal']",Yes,"148-01 Hillside AveJamaica, NY 11432",No,,Casual,,,Yes,,Yes,Yes,,,,,Yes,,,,,1.0,2.0
392,Talent 2 Thai Kitchen,3.0 star rating,26 reviews,$$,,['Thai'],Yes,"592 9th AveNew York, NY 10036",Beer & Wine Only,,Casual,,,Yes,"Lunch, Dinner",Yes,Yes,No,Quiet,No,Street,Yes,No,Yes,No,,26.0,3.0
393,Talent Thai Kitchen,3.5 star rating,195 reviews,$$,$11-30,['Thai'],Yes,"210 E 34th StNew York, NY 10016",Beer & Wine Only,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,Yes,No,195.0,3.5
394,Tana Thai,4.0 star rating,60 reviews,$$,$11-30,['Thai'],Yes,"1890 Eastchester RdBronx, NY 10461",No,Casual,Casual,Yes,Yes,Yes,Lunch,Yes,Yes,No,Average,No,Street,Yes,No,Yes,,No,60.0,4.0
395,Tasty Thai,,,,,['Thai'],,"4512 47th StSunnyside, NY 11104",,,,,,,,,,,,,,,,,,,,
396,Tawa Wok,2.5 star rating,66 reviews,$$,$11-30,"['Indian', 'Chinese', 'Thai']",Yes,"608 Grove StJersey City, NJ 07310",No,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner",Yes,Yes,No,Quiet,Yes,Street,Yes,No,No,No,No,66.0,2.5
397,Teeda Thai Cuisine,3.5 star rating,51 reviews,$,,['Thai'],Yes,"218 Columbia StBrooklyn, NY 11201",Beer & Wine Only,,Casual,,,Yes,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,,51.0,3.5
398,Thai & Chinese Station,4.0 star rating,1 review,,,['Thai'],,"727 Franklin AveFranklin Square, NY 11010",,,,,,,,,,,,,,,,,,,1.0,4.0
399,Thai 101 Bistro,3.0 star rating,125 reviews,$$,$11-30,['Thai'],Yes,"448 Myrtle AveBrooklyn, NY 11205",Full Bar,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,Yes,Quiet,No,Street,Yes,No,Yes,,No,125.0,3.0
400,Thai @ Lex,3.0 star rating,95 reviews,$$,,['Thai'],Yes,"1244 Lexington AveNew York, NY 10028",Beer & Wine Only,Casual,Casual,Yes,No,Yes,Dinner,No,Yes,No,Average,No,,Yes,Yes,Yes,,No,95.0,3.0
401,Thai Austin Cafe,2.5 star rating,3 reviews,$,,['Thai'],Yes,"7015 Austin StQueens, NY 11375",,,,Yes,,,,Yes,,,,,Street,Yes,,,,,3.0,2.5
402,Thai Buddha Fifteen,,,,,['Thai'],,"630 Ocean AveBrooklyn, NY 11226",,,,,,,,,,,,,,,,,,,,
403,Thai Cafe,3.0 star rating,102 reviews,$$,,['Thai'],No,"925 Manhattan AveBrooklyn, NY 11222",Beer & Wine Only,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,Average,No,Street,Yes,No,Yes,No,No,102.0,3.0
404,Thai Chef,3.0 star rating,103 reviews,$$,,"['French', 'Thai']",Yes,"664 Bloomfield AveMontclair, NJ 07042",No,Casual,Casual,Yes,Yes,No,Dinner,Yes,Yes,No,Average,Yes,Street,Yes,Yes,Yes,Yes,Free,103.0,3.0
405,Thai Cuisine Express,3.5 star rating,92 reviews,$,Under $10,['Thai'],No,"59 New StNewark, NJ 07102",No,Casual,Casual,Yes,No,Yes,Lunch,Yes,Yes,No,Average,No,Street,Yes,No,No,Yes,No,92.0,3.5
406,Thai Cuisine,,,,,['Thai'],,"225 Main StChatham, NJ 07928",,,,,,,,,,,,,,,,,,,,
407,Thai Diva Cuisine,4.5 star rating,43 reviews,$$,$11-30,"['Thai', 'Salad', 'Soup']",Yes,"45-53 46th St.Woodside, NY 11377",No,Casual,Casual,Yes,Yes,Yes,"Lunch, Dinner, Dessert",Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,No,Free,43.0,4.5
408,Thai Elephant,3.0 star rating,170 reviews,$$,$11-30,['Thai'],Yes,"21-09 31st StAstoria, NY 11105",Beer & Wine Only,Casual,Casual,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,Quiet,No,Street,Yes,Yes,Yes,Yes,Free,170.0,3.0
409,Thai Essence,4.0 star rating,107 reviews,$$,,['Thai'],Yes,"231 Franklin AveNutley, NJ 07110",No,Casual,Casual,Yes,Yes,No,Dinner,Yes,Yes,No,Average,No,Street,Yes,Yes,Yes,Yes,Free,107.0,4.0
